"SECONDS";"PID";"VALUE";"UNITS";
"35729.3051472";"Distance travelled (Today)";"0";"km";
"35729.3051472";"Distance travelled (total)";"65.957169";"km";
"35729.3051472";"Distance travelled (Week)";"65.957169";"km";
"35729.3051472";"Vehicle acceleration";"0";"g";
"35729.3051472";"Vehicle speed";"0";"km/h";
"35729.5078677";"Calculated boost";"-0.71325";"bar";
"35729.5078677";"Intake manifold absolute pressure";"30";"kPa";
"35730.0502498";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"35730.0502498";"Throttle position";"0";"%";
"35730.2841173";"Average fuel consumption (total)";"15.40101423160561";"km/L";
"35730.2841173";"Average fuel consumption (Week)";"15.40101423160561";"km/L";
"35730.2841173";"Calculated instant fuel rate";"1.0236542202071477";"L/h";
"35730.2841173";"Engine RPM";"1147";"rpm";
"35730.2841173";"Engine RPM x1000";"1.1";"rpm";
"35730.2841173";"Fuel used";"0.00035786300380618474";"L";
"35730.2841173";"Fuel used (Today)";"0.000358";"L";
"35730.2841173";"Fuel used (total)";"4.282651";"L";
"35730.2841173";"Fuel used (Week)";"4.282651";"L";
"35730.2841173";"Fuel used price";"0.04115424543771124";"₹$";
"35730.2841173";"Fuel used price (Today)";"0.04117";"₹$";
"35730.2841173";"Fuel used price (total)";"257.89269882";"₹$";
"35730.2841173";"Fuel used price (Week)";"257.89269882";"₹$";
"35730.2841173";"Instant engine power (based on fuel consumption)";"4.004737892658168";"hp";
"35730.7379103";"Average speed";"0";"km/h";
"35730.7379103";"Distance travelled";"0";"km";
"35730.7379103";"Distance travelled (Today)";"0";"km";
"35730.7379103";"Distance travelled (total)";"65.957169";"km";
"35730.7379103";"Distance travelled (Week)";"65.957169";"km";
"35730.7379103";"Vehicle acceleration";"0";"g";
"35730.7379103";"Vehicle speed";"0";"km/h";
"35730.9752849";"Calculated boost";"-0.71325";"bar";
"35730.9752849";"Intake manifold absolute pressure";"30";"kPa";
"35731.4594987";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"35731.4594987";"Throttle position";"0";"%";
"35731.6544831";"Average fuel consumption (total)";"15.399622651024808";"km/L";
"35731.6544831";"Average fuel consumption (Week)";"15.399622651024808";"km/L";
"35731.6544831";"Calculated instant fuel rate";"1.0165145220714393";"L/h";
"35731.6544831";"Engine RPM";"1139";"rpm";
"35731.6544831";"Engine RPM x1000";"1.1";"rpm";
"35731.6544831";"Fuel used";"0.0007449596400350494";"L";
"35731.6544831";"Fuel used (Today)";"0.000745";"L";
"35731.6544831";"Fuel used (total)";"4.283038";"L";
"35731.6544831";"Fuel used (Week)";"4.283038";"L";
"35731.6544831";"Fuel used price";"0.08567035860403067";"₹$";
"35731.6544831";"Fuel used price (Today)";"0.085675";"₹$";
"35731.6544831";"Fuel used price (total)";"257.93720382";"₹$";
"35731.6544831";"Fuel used price (Week)";"257.93720382";"₹$";
"35731.6544831";"Instant engine power (based on fuel consumption)";"3.9768059805908043";"hp";
"35731.9577849";"Average speed";"0";"km/h";
"35731.9577849";"Distance travelled";"0";"km";
"35731.9577849";"Distance travelled (Today)";"0";"km";
"35731.9577849";"Distance travelled (total)";"65.957169";"km";
"35731.9577849";"Distance travelled (Week)";"65.957169";"km";
"35731.9577849";"Vehicle acceleration";"0";"g";
"35731.9577849";"Vehicle speed";"0";"km/h";
"35732.2869185";"Calculated boost";"-0.71325";"bar";
"35732.2869185";"Intake manifold absolute pressure";"30";"kPa";
"35732.7644072";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"35732.7644072";"Throttle position";"0";"%";
"35732.9456907";"Average fuel consumption (total)";"15.39829602930564";"km/L";
"35732.9456907";"Average fuel consumption (Week)";"15.39829602930564";"km/L";
"35732.9456907";"Calculated instant fuel rate";"1.0290089938089284";"L/h";
"35732.9456907";"Engine RPM";"1153";"rpm";
"35732.9456907";"Engine RPM x1000";"1.2";"rpm";
"35732.9456907";"Fuel used";"0.0011136718560100117";"L";
"35732.9456907";"Fuel used (Today)";"0.001114";"L";
"35732.9456907";"Fuel used (total)";"4.283407";"L";
"35732.9456907";"Fuel used (Week)";"4.283407";"L";
"35732.9456907";"Fuel used price";"0.12807226344115133";"₹$";
"35732.9456907";"Fuel used price (Today)";"0.12811";"₹$";
"35732.9456907";"Fuel used price (total)";"257.97963882";"₹$";
"35732.9456907";"Fuel used price (Week)";"257.97963882";"₹$";
"35732.9456907";"Instant engine power (based on fuel consumption)";"4.025686826708689";"hp";
"35733.3670435";"Average speed";"0";"km/h";
"35733.3670435";"Distance travelled";"0";"km";
"35733.3670435";"Distance travelled (Today)";"0";"km";
"35733.3670435";"Distance travelled (total)";"65.957169";"km";
"35733.3670435";"Distance travelled (Week)";"65.957169";"km";
"35733.3670435";"Vehicle acceleration";"0";"g";
"35733.3670435";"Vehicle speed";"0";"km/h";
"35733.6372789";"Calculated boost";"-0.71325";"bar";
"35733.6372789";"Intake manifold absolute pressure";"30";"kPa";
"35734.2606223";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"35734.2606223";"Throttle position";"0";"%";
"35734.4873133";"Average fuel consumption (total)";"15.396775548983037";"km/L";
"35734.4873133";"Average fuel consumption (Week)";"15.396775548983037";"km/L";
"35734.4873133";"Calculated instant fuel rate";"0.9879557295286071";"L/h";
"35734.4873133";"Engine RPM";"1107";"rpm";
"35734.4873133";"Engine RPM x1000";"1.1";"rpm";
"35734.4873133";"Fuel used";"0.0015369230129395211";"L";
"35734.4873133";"Fuel used (Today)";"0.001537";"L";
"35734.4873133";"Fuel used (total)";"4.28383";"L";
"35734.4873133";"Fuel used (Week)";"4.28383";"L";
"35734.4873133";"Fuel used price";"0.17674614648804493";"₹$";
"35734.4873133";"Fuel used price (Today)";"0.176755";"₹$";
"35734.4873133";"Fuel used price (total)";"258.02828382";"₹$";
"35734.4873133";"Fuel used price (Week)";"258.02828382";"₹$";
"35734.4873133";"Instant engine power (based on fuel consumption)";"3.8650783323213527";"hp";
"35734.9125874";"Average speed";"0";"km/h";
"35734.9125874";"Distance travelled";"0";"km";
"35734.9125874";"Distance travelled (Today)";"0";"km";
"35734.9125874";"Distance travelled (total)";"65.957169";"km";
"35734.9125874";"Distance travelled (Week)";"65.957169";"km";
"35734.9125874";"Vehicle acceleration";"0";"g";
"35734.9125874";"Vehicle speed";"0";"km/h";
"35735.3504866";"Calculated boost";"-0.71325";"bar";
"35735.3504866";"Intake manifold absolute pressure";"30";"kPa";
"35735.9445337";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"35735.9445337";"Throttle position";"0";"%";
"35736.2068118";"Average fuel consumption (total)";"15.395039764835108";"km/L";
"35736.2068118";"Average fuel consumption (Week)";"15.395039764835108";"km/L";
"35736.2068118";"Calculated instant fuel rate";"1.0120522107366219";"L/h";
"35736.2068118";"Engine RPM";"1134";"rpm";
"35736.2068118";"Engine RPM x1000";"1.1";"rpm";
"35736.2068118";"Fuel used";"0.002020244626561921";"L";
"35736.2068118";"Fuel used (Today)";"0.00202";"L";
"35736.2068118";"Fuel used (total)";"4.284313";"L";
"35736.2068118";"Fuel used (Week)";"4.284313";"L";
"35736.2068118";"Fuel used price";"0.2323281320546209";"₹$";
"35736.2068118";"Fuel used price (Today)";"0.2323";"₹$";
"35736.2068118";"Fuel used price (total)";"258.08382882";"₹$";
"35736.2068118";"Fuel used price (Week)";"258.08382882";"₹$";
"35736.2068118";"Instant engine power (based on fuel consumption)";"3.9593485355487026";"hp";
"35736.5469528";"Average speed";"0";"km/h";
"35736.5469528";"Distance travelled";"0";"km";
"35736.5469528";"Distance travelled (Today)";"0";"km";
"35736.5469528";"Distance travelled (total)";"65.957169";"km";
"35736.5469528";"Distance travelled (Week)";"65.957169";"km";
"35736.5469528";"Vehicle acceleration";"0";"g";
"35736.5469528";"Vehicle speed";"0";"km/h";
"35736.8758598";"Calculated boost";"-0.71325";"bar";
"35736.8758598";"Intake manifold absolute pressure";"30";"kPa";
"35737.5681413";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"35737.5681413";"Throttle position";"0";"%";
"35737.7432923";"Average fuel consumption (total)";"15.393512742202674";"km/L";
"35737.7432923";"Average fuel consumption (Week)";"15.393512742202674";"km/L";
"35737.7432923";"Calculated instant fuel rate";"0.9950954276643152";"L/h";
"35737.7432923";"Engine RPM";"1115";"rpm";
"35737.7432923";"Engine RPM x1000";"1.1";"rpm";
"35737.7432923";"Fuel used";"0.0024449543403753334";"L";
"35737.7432923";"Fuel used (Today)";"0.002445";"L";
"35737.7432923";"Fuel used (total)";"4.284738";"L";
"35737.7432923";"Fuel used (Week)";"4.284738";"L";
"35737.7432923";"Fuel used price";"0.28116974914316334";"₹$";
"35737.7432923";"Fuel used price (Today)";"0.281175";"₹$";
"35737.7432923";"Fuel used price (total)";"258.13270382";"₹$";
"35737.7432923";"Fuel used price (Week)";"258.13270382";"₹$";
"35737.7432923";"Instant engine power (based on fuel consumption)";"3.893010244388716";"hp";
"35738.1826863";"Average speed";"0";"km/h";
"35738.1826863";"Distance travelled";"0";"km";
"35738.1826863";"Distance travelled (Today)";"0";"km";
"35738.1826863";"Distance travelled (total)";"65.957169";"km";
"35738.1826863";"Distance travelled (Week)";"65.957169";"km";
"35738.1826863";"Vehicle acceleration";"0";"g";
"35738.1826863";"Vehicle speed";"0";"km/h";
"35738.4598193";"Calculated boost";"-0.71325";"bar";
"35738.4598193";"Intake manifold absolute pressure";"30";"kPa";
"35738.9451904";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"35738.9451904";"Throttle position";"0";"%";
"35739.1152414";"Average fuel consumption (total)";"15.392226685236453";"km/L";
"35739.1152414";"Average fuel consumption (Week)";"15.392226685236453";"km/L";
"35739.1152414";"Calculated instant fuel rate";"0.9406552293795408";"L/h";
"35739.1152414";"Engine RPM";"1054";"rpm";
"35739.1152414";"Engine RPM x1000";"1.1";"rpm";
"35739.1152414";"Fuel used";"0.0028032811156444414";"L";
"35739.1152414";"Fuel used (Today)";"0.002803";"L";
"35739.1152414";"Fuel used (total)";"4.285096";"L";
"35739.1152414";"Fuel used (Week)";"4.285096";"L";
"35739.1152414";"Fuel used price";"0.32237732829911075";"₹$";
"35739.1152414";"Fuel used price (Today)";"0.322345";"₹$";
"35739.1152414";"Fuel used price (total)";"258.17387382";"₹$";
"35739.1152414";"Fuel used price (Week)";"258.17387382";"₹$";
"35739.1152414";"Instant engine power (based on fuel consumption)";"3.6800294148750727";"hp";
"35739.4488414";"Average speed";"0";"km/h";
"35739.4488414";"Distance travelled";"0";"km";
"35739.4488414";"Distance travelled (Today)";"0";"km";
"35739.4488414";"Distance travelled (total)";"65.957169";"km";
"35739.4488414";"Distance travelled (Week)";"65.957169";"km";
"35739.4488414";"Vehicle acceleration";"0";"g";
"35739.4488414";"Vehicle speed";"0";"km/h";
"35739.8124495";"Calculated boost";"-0.67325";"bar";
"35739.8124495";"Intake manifold absolute pressure";"34";"kPa";
"35740.3996814";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"35740.3996814";"Throttle position";"0";"%";
"35740.5884263";"Average fuel consumption (total)";"15.390567342689096";"km/L";
"35740.5884263";"Average fuel consumption (Week)";"15.390567342689096";"km/L";
"35740.5884263";"Calculated instant fuel rate";"1.1287862752554492";"L/h";
"35740.5884263";"Engine RPM";"1116";"rpm";
"35740.5884263";"Engine RPM x1000";"1.1";"rpm";
"35740.5884263";"Fuel used";"0.0032653550764447183";"L";
"35740.5884263";"Fuel used (Today)";"0.003265";"L";
"35740.5884263";"Fuel used (total)";"4.285558";"L";
"35740.5884263";"Fuel used (Week)";"4.285558";"L";
"35740.5884263";"Fuel used price";"0.3755158337911426";"₹$";
"35740.5884263";"Fuel used price (Today)";"0.375475";"₹$";
"35740.5884263";"Fuel used price (total)";"258.22700382";"₹$";
"35740.5884263";"Fuel used price (Week)";"258.22700382";"₹$";
"35740.5884263";"Instant engine power (based on fuel consumption)";"4.416035297850088";"hp";
"35740.9083531";"Average speed";"0";"km/h";
"35740.9083531";"Distance travelled";"0";"km";
"35740.9083531";"Distance travelled (Today)";"0";"km";
"35740.9083531";"Distance travelled (total)";"65.957169";"km";
"35740.9083531";"Distance travelled (Week)";"65.957169";"km";
"35740.9083531";"Vehicle acceleration";"0";"g";
"35740.9083531";"Vehicle speed";"0";"km/h";
"35741.2546928";"Calculated boost";"-0.6132500000000001";"bar";
"35741.2546928";"Intake manifold absolute pressure";"40";"kPa";
"35741.768155";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"35741.768155";"Throttle position";"0";"%";
"35742.0250701";"Average fuel consumption (total)";"15.38857803995789";"km/L";
"35742.0250701";"Average fuel consumption (Week)";"15.38857803995789";"km/L";
"35742.0250701";"Calculated instant fuel rate";"1.3886712873952238";"L/h";
"35742.0250701";"Engine RPM";"1167";"rpm";
"35742.0250701";"Engine RPM x1000";"1.2";"rpm";
"35742.0250701";"Fuel used";"0.0038194303683595264";"L";
"35742.0250701";"Fuel used (Today)";"0.003819";"L";
"35742.0250701";"Fuel used (total)";"4.286112";"L";
"35742.0250701";"Fuel used (Week)";"4.286112";"L";
"35742.0250701";"Fuel used price";"0.43923449236134554";"₹$";
"35742.0250701";"Fuel used price (Today)";"0.439185";"₹$";
"35742.0250701";"Fuel used price (total)";"258.29071382";"₹$";
"35742.0250701";"Fuel used price (Week)";"258.29071382";"₹$";
"35742.0250701";"Instant engine power (based on fuel consumption)";"5.4327568971021005";"hp";
"35742.3865932";"Average speed";"0";"km/h";
"35742.3865932";"Distance travelled";"0";"km";
"35742.3865932";"Distance travelled (Today)";"0";"km";
"35742.3865932";"Distance travelled (total)";"65.957169";"km";
"35742.3865932";"Distance travelled (Week)";"65.957169";"km";
"35742.3865932";"Vehicle acceleration";"0";"g";
"35742.3865932";"Vehicle speed";"0";"km/h";
"35742.7128727";"Calculated boost";"-0.64325";"bar";
"35742.7128727";"Intake manifold absolute pressure";"37";"kPa";
"35743.2251632";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"35743.2251632";"Throttle position";"0";"%";
"35743.4750518";"Average fuel consumption (total)";"15.386786671335466";"km/L";
"35743.4750518";"Average fuel consumption (Week)";"15.386786671335466";"km/L";
"35743.4750518";"Calculated instant fuel rate";"1.238291395411872";"L/h";
"35743.4750518";"Engine RPM";"1125";"rpm";
"35743.4750518";"Engine RPM x1000";"1.1";"rpm";
"35743.4750518";"Fuel used";"0.004318467854579555";"L";
"35743.4750518";"Fuel used (Today)";"0.004318";"L";
"35743.4750518";"Fuel used (total)";"4.286611";"L";
"35743.4750518";"Fuel used (Week)";"4.286611";"L";
"35743.4750518";"Fuel used price";"0.49662380327664885";"₹$";
"35743.4750518";"Fuel used price (Today)";"0.49656999999999996";"₹$";
"35743.4750518";"Fuel used price (total)";"258.34809882";"₹$";
"35743.4750518";"Fuel used price (Week)";"258.34809882";"₹$";
"35743.4750518";"Instant engine power (based on fuel consumption)";"4.844440999183267";"hp";
"35743.7606114";"Average speed";"0";"km/h";
"35743.7606114";"Distance travelled";"0";"km";
"35743.7606114";"Distance travelled (Today)";"0";"km";
"35743.7606114";"Distance travelled (total)";"65.957169";"km";
"35743.7606114";"Distance travelled (Week)";"65.957169";"km";
"35743.7606114";"Vehicle acceleration";"0";"g";
"35743.7606114";"Vehicle speed";"0";"km/h";
"35744.1841214";"Calculated boost";"-0.67325";"bar";
"35744.1841214";"Intake manifold absolute pressure";"34";"kPa";
"35744.9608806";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"35744.9608806";"Throttle position";"0";"%";
"35745.2104933";"Average fuel consumption (total)";"15.384758871574197";"km/L";
"35745.2104933";"Average fuel consumption (Week)";"15.384758871574197";"km/L";
"35745.2104933";"Calculated instant fuel rate";"1.1732903936346963";"L/h";
"35745.2104933";"Engine RPM";"1160";"rpm";
"35745.2104933";"Engine RPM x1000";"1.2";"rpm";
"35745.2104933";"Fuel used";"0.004883862122464793";"L";
"35745.2104933";"Fuel used (Today)";"0.004883";"L";
"35745.2104933";"Fuel used (total)";"4.2871760000000005";"L";
"35745.2104933";"Fuel used (Week)";"4.2871760000000005";"L";
"35745.2104933";"Fuel used price";"0.5616441440834512";"₹$";
"35745.2104933";"Fuel used price (Today)";"0.5615450000000001";"₹$";
"35745.2104933";"Fuel used price (total)";"258.41307382";"₹$";
"35745.2104933";"Fuel used price (Week)";"258.41307382";"₹$";
"35745.2104933";"Instant engine power (based on fuel consumption)";"4.590144216403318";"hp";
"35745.5533444";"Average speed";"0";"km/h";
"35745.5533444";"Distance travelled";"0";"km";
"35745.5533444";"Distance travelled (Today)";"0";"km";
"35745.5533444";"Distance travelled (total)";"65.957169";"km";
"35745.5533444";"Distance travelled (Week)";"65.957169";"km";
"35745.5533444";"Vehicle acceleration";"0";"g";
"35745.5533444";"Vehicle speed";"0";"km/h";
"35745.8169053";"Calculated boost";"-0.6332500000000001";"bar";
"35745.8169053";"Intake manifold absolute pressure";"38";"kPa";
"35746.3157155";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"35746.3157155";"Throttle position";"0";"%";
"35746.495037";"Average fuel consumption (total)";"15.3831154898016";"km/L";
"35746.495037";"Average fuel consumption (Week)";"15.3831154898016";"km/L";
"35746.495037";"Calculated instant fuel rate";"1.2841937046760286";"L/h";
"35746.495037";"Engine RPM";"1136";"rpm";
"35746.495037";"Engine RPM x1000";"1.1";"rpm";
"35746.495037";"Fuel used";"0.005342236729916562";"L";
"35746.495037";"Fuel used (Today)";"0.005341";"L";
"35746.495037";"Fuel used (total)";"4.287634";"L";
"35746.495037";"Fuel used (Week)";"4.287634";"L";
"35746.495037";"Fuel used price";"0.6143572239404047";"₹$";
"35746.495037";"Fuel used price (Today)";"0.6142150000000001";"₹$";
